【スキルプラス】日別データ,,,,,,,,,,,,
最終更新: 2026-02-22 07:42,,,,,,,,,,,,
,,,,,,,,,,,,
日付,大カテゴリ,集客媒体,ファネル名,集客数,個別予約数,実施数,売上,広告費,CPA,個別CPO,単月ROAS,単月LTV
2026-01-21,広告,YouTube広告,スキルプラス,0,3,2,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-21,広告,Meta広告,センサーズ,156,17,11,"¥898,520","¥342,463","¥2,195","¥20,145",2.6%,"¥5,760"
2026-01-21,広告,Meta広告,AI,226,33,20,"¥1,309,620","¥1,076,375","¥4,763","¥32,617",1.2%,"¥5,795"
2026-01-21,広告,Meta広告,スキルプラス,18,3,3,¥0,"¥124,800","¥6,933","¥41,600",0.0%,¥0
2026-01-21,広告,TikTok広告,センサーズ,0,3,3,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-21,広告,TikTok広告,AI,13,2,2,"¥2,980","¥71,058","¥5,466","¥35,529",0.0%,¥229
2026-01-21,広告,TikTok広告,スキルプラス,17,3,1,"¥1,950,000",¥0,¥0,¥0,0.0%,"¥114,706"
2026-01-21,広告,X広告,センサーズ,56,5,4,"¥505,960","¥96,713","¥1,727","¥19,343",5.2%,"¥9,035"
2026-01-21,広告,X広告,AI,125,13,11,"¥45,560","¥358,939","¥2,872","¥27,611",0.1%,¥364
2026-01-21,広告,X広告,スキルプラス,13,4,3,¥0,"¥96,089","¥7,391","¥24,022",0.0%,¥0
2026-01-21,広告,Yahoo!ディスプレイ広告,スキルプラス,0,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-21,広告,アフィリエイト広告,スキルプラス,28,9,6,¥0,"¥328,900","¥11,746","¥36,544",0.0%,¥0
2026-01-21,SNS,YouTube,みかみメイン,0,3,2,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-21,SNS,YouTube,スキルプラス,0,2,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-21,SNS,X,みかみメイン,0,2,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-21,SNS,Instagram,みかみメイン,0,5,2,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-21,その他,その他,不明,0,4,3,"¥161,400",¥0,¥0,¥0,0.0%,¥0
2026-01-22,広告,リスティング広告,スキルプラス,0,0,0,¥0,"¥9,251",¥0,¥0,0.0%,¥0
2026-01-22,広告,YouTube広告,AI,6,0,0,¥0,"¥11,953","¥1,992",¥0,0.0%,¥0
2026-01-22,広告,Meta広告,センサーズ,129,5,5,"¥62,180","¥341,290","¥2,646","¥68,258",0.2%,¥482
2026-01-22,広告,Meta広告,AI,219,24,16,"¥3,807,700","¥1,066,877","¥4,872","¥44,453",3.6%,"¥17,387"
2026-01-22,広告,Meta広告,スキルプラス,14,4,1,¥0,"¥122,066","¥8,719","¥30,517",0.0%,¥0
2026-01-22,広告,TikTok広告,AI,21,7,3,"¥2,001,720","¥119,621","¥5,696","¥17,089",16.7%,"¥95,320"
2026-01-22,広告,TikTok広告,スキルプラス,15,2,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-22,広告,X広告,センサーズ,88,0,0,"¥15,760","¥132,816","¥1,509",¥0,0.1%,¥179
2026-01-22,広告,X広告,AI,123,9,3,"¥81,780","¥343,827","¥2,795","¥38,203",0.2%,¥665
2026-01-22,広告,X広告,スキルプラス,15,3,1,¥0,"¥98,972","¥6,598","¥32,991",0.0%,¥0
2026-01-22,広告,Yahoo!広告,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-22,広告,アフィリエイト広告,スキルプラス,29,5,3,¥0,"¥286,000","¥9,862","¥57,200",0.0%,¥0
2026-01-22,SNS,YouTube,みかみメイン,12,3,3,"¥12,780",¥0,¥0,¥0,0.0%,"¥1,065"
2026-01-22,SNS,YouTube,スキルプラス,5,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-22,SNS,X,みかみメイン,2,0,0,"¥2,980",¥0,¥0,¥0,0.0%,"¥1,490"
2026-01-22,SNS,Instagram,みかみメイン,6,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-22,SNS,TikTok,みかみメイン,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-22,SNS,TikTok,スキルプラス,0,1,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-22,広報,HP,スキルプラス,6,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-22,その他,その他,不明,0,0,0,"¥12,780",¥0,¥0,¥0,0.0%,¥0
2026-01-23,広告,リスティング広告,スキルプラス,0,0,0,¥0,"¥11,638",¥0,¥0,0.0%,¥0
2026-01-23,広告,YouTube広告,AI,3,0,0,¥0,"¥13,426","¥4,475",¥0,0.0%,¥0
2026-01-23,広告,Meta広告,センサーズ,119,10,7,"¥47,280","¥493,148","¥4,144","¥49,315",0.1%,¥397
2026-01-23,広告,Meta広告,AI,175,22,12,"¥6,110,780","¥919,624","¥5,255","¥41,801",6.6%,"¥34,919"
2026-01-23,広告,Meta広告,スキルプラス,16,1,1,"¥1,788,000","¥145,612","¥9,101","¥145,612",12.3%,"¥111,750"
2026-01-23,広告,TikTok広告,AI,11,2,0,"¥2,980","¥77,972","¥7,088","¥38,986",0.0%,¥271
2026-01-23,広告,TikTok広告,スキルプラス,14,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-23,広告,X広告,センサーズ,65,1,0,"¥1,620,700","¥167,060","¥2,570","¥167,060",9.7%,"¥24,934"
2026-01-23,広告,X広告,AI,84,6,2,"¥3,238,420","¥318,813","¥3,795","¥53,136",10.2%,"¥38,553"
2026-01-23,広告,X広告,スキルプラス,17,2,1,¥0,"¥110,383","¥6,493","¥55,192",0.0%,¥0
2026-01-23,広告,LINE広告,AI,0,0,0,"¥798,000",¥0,¥0,¥0,0.0%,¥0
2026-01-23,広告,Yahoo!広告,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-23,広告,アフィリエイト広告,スキルプラス,41,2,2,¥0,"¥429,000","¥10,463","¥214,500",0.0%,¥0
2026-01-23,SNS,YouTube,みかみメイン,8,0,0,"¥788,000",¥0,¥0,¥0,0.0%,"¥98,500"
2026-01-23,SNS,YouTube,スキルプラス,4,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-23,SNS,X,みかみメイン,1,2,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-23,SNS,Instagram,みかみメイン,3,0,0,"¥798,000",¥0,¥0,¥0,0.0%,"¥266,000"
2026-01-23,SNS,TikTok,みかみメイン,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-23,SEO,ブランド検索,スキルプラス,0,0,0,"¥798,000",¥0,¥0,¥0,0.0%,¥0
2026-01-23,広報,HP,スキルプラス,6,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-23,その他,その他,不明,0,3,1,"¥817,600",¥0,¥0,¥0,0.0%,¥0
2026-01-24,広告,YouTube広告,AI,0,1,1,¥0,"¥3,417",¥0,"¥3,417",0.0%,¥0
2026-01-24,広告,Meta広告,センサーズ,133,4,3,"¥854,220","¥320,577","¥2,410","¥80,144",2.7%,"¥6,423"
2026-01-24,広告,Meta広告,AI,222,36,18,"¥301,560","¥920,028","¥4,144","¥25,556",0.3%,"¥1,358"
2026-01-24,広告,Meta広告,スキルプラス,15,2,1,¥0,"¥127,652","¥8,510","¥63,826",0.0%,¥0
2026-01-24,広告,TikTok広告,センサーズ,0,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-24,広告,TikTok広告,AI,42,2,1,"¥15,760","¥239,922","¥5,712","¥119,961",0.1%,¥375
2026-01-24,広告,TikTok広告,スキルプラス,18,3,2,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-24,広告,X広告,センサーズ,101,2,1,"¥20,860","¥214,272","¥2,122","¥107,136",0.1%,¥207
2026-01-24,広告,X広告,AI,79,8,4,"¥850,380","¥407,186","¥5,154","¥50,898",2.1%,"¥10,764"
2026-01-24,広告,X広告,スキルプラス,24,2,1,¥0,"¥155,903","¥6,496","¥77,952",0.0%,¥0
2026-01-24,広告,Yahoo!広告,スキルプラス,4,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-24,広告,Yahoo!ディスプレイ広告,スキルプラス,0,1,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-24,広告,アフィリエイト広告,スキルプラス,32,3,2,¥0,"¥300,300","¥9,384","¥100,100",0.0%,¥0
2026-01-24,SNS,YouTube,みかみメイン,18,2,2,"¥28,540",¥0,¥0,¥0,0.0%,"¥1,586"
2026-01-24,SNS,YouTube,スキルプラス,7,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-24,SNS,X,みかみメイン,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-24,SNS,Instagram,みかみメイン,8,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-24,SEO,ブランド検索,スキルプラス,0,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-24,広報,HP,スキルプラス,4,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-24,その他,その他,不明,0,3,0,"¥12,780",¥0,¥0,¥0,0.0%,¥0
2026-01-25,広告,リスティング広告,スキルプラス,1,0,0,¥0,"¥2,831","¥2,831",¥0,0.0%,¥0
2026-01-25,広告,YouTube広告,AI,3,10,5,"¥816,740","¥23,261","¥7,754","¥2,326",35.1%,"¥272,247"
2026-01-25,広告,Meta広告,センサーズ,175,14,7,"¥61,320","¥398,643","¥2,278","¥28,475",0.2%,¥350
2026-01-25,広告,Meta広告,AI,232,41,20,"¥177,880","¥1,107,702","¥4,775","¥27,017",0.2%,¥767
2026-01-25,広告,Meta広告,スキルプラス,11,3,1,¥0,"¥101,761","¥9,251","¥33,920",0.0%,¥0
2026-01-25,広告,TikTok広告,センサーズ,0,6,3,"¥20,000",¥0,¥0,¥0,0.0%,¥0
2026-01-25,広告,TikTok広告,AI,22,13,5,"¥34,500","¥116,069","¥5,276","¥8,928",0.3%,"¥1,568"
2026-01-25,広告,TikTok広告,スキルプラス,11,4,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-25,広告,X広告,センサーズ,99,9,5,"¥47,280","¥238,499","¥2,409","¥26,500",0.2%,¥478
2026-01-25,広告,X広告,AI,114,20,10,"¥853,360","¥352,502","¥3,092","¥17,625",2.4%,"¥7,486"
2026-01-25,広告,X広告,スキルプラス,41,4,4,¥0,"¥182,676","¥4,456","¥45,669",0.0%,¥0
2026-01-25,広告,Yahoo!広告,スキルプラス,9,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-25,広告,Yahoo!ディスプレイ広告,スキルプラス,0,1,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-25,広告,アフィリエイト広告,スキルプラス,39,1,1,¥0,"¥400,400","¥10,267","¥400,400",0.0%,¥0
2026-01-25,SNS,YouTube,みかみメイン,21,5,3,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-25,SNS,YouTube,スキルプラス,7,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-25,SNS,X,みかみメイン,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-25,SNS,Instagram,みかみメイン,9,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-25,SNS,Threads,みかみメイン,1,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-25,SEO,一般検索,みかみメイン,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-25,広報,HP,スキルプラス,7,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-25,その他,note,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-25,その他,その他,不明,0,9,4,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-26,広告,リスティング広告,スキルプラス,0,0,0,¥0,"¥1,223",¥0,¥0,0.0%,¥0
2026-01-26,広告,YouTube広告,AI,18,4,2,"¥2,980","¥33,509","¥1,862","¥8,377",0.1%,¥166
2026-01-26,広告,Meta広告,センサーズ,104,5,3,"¥829,520","¥331,262","¥3,185","¥66,252",2.5%,"¥7,976"
2026-01-26,広告,Meta広告,AI,233,30,13,"¥2,593,980","¥1,126,038","¥4,833","¥37,535",2.3%,"¥11,133"
2026-01-26,広告,Meta広告,スキルプラス,13,0,0,¥0,"¥83,872","¥6,452",¥0,0.0%,¥0
2026-01-26,広告,TikTok広告,センサーズ,0,1,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-26,広告,TikTok広告,AI,12,3,1,"¥25,560","¥56,355","¥4,696","¥18,785",0.5%,"¥2,130"
2026-01-26,広告,TikTok広告,スキルプラス,13,2,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-26,広告,X広告,センサーズ,124,3,2,"¥46,420","¥264,780","¥2,135","¥88,260",0.2%,¥374
2026-01-26,広告,X広告,AI,103,4,1,"¥871,720","¥392,369","¥3,809","¥98,092",2.2%,"¥8,463"
2026-01-26,広告,X広告,スキルプラス,22,2,0,¥0,"¥140,226","¥6,374","¥70,113",0.0%,¥0
2026-01-26,広告,Yahoo!広告,スキルプラス,5,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-26,広告,Yahoo!ディスプレイ広告,スキルプラス,0,1,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-26,広告,アフィリエイト広告,スキルプラス,34,2,2,¥0,"¥429,000","¥12,618","¥214,500",0.0%,¥0
2026-01-26,SNS,YouTube,みかみメイン,14,5,1,"¥12,780",¥0,¥0,¥0,0.0%,¥913
2026-01-26,SNS,YouTube,スキルプラス,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-26,SNS,X,みかみメイン,5,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-26,SNS,Instagram,みかみメイン,8,1,1,"¥788,000",¥0,¥0,¥0,0.0%,"¥98,500"
2026-01-26,SNS,Threads,みかみメイン,0,0,0,"¥788,000",¥0,¥0,¥0,0.0%,¥0
2026-01-26,SNS,TikTok,みかみメイン,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-26,SEO,ブランド検索,スキルプラス,0,2,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-26,広報,HP,スキルプラス,5,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-26,その他,その他,不明,0,1,0,"¥2,980",¥0,¥0,¥0,0.0%,¥0
2026-01-27,広告,リスティング広告,スキルプラス,0,0,0,¥0,"¥1,382",¥0,¥0,0.0%,¥0
2026-01-27,広告,YouTube広告,AI,16,2,2,"¥15,760","¥52,724","¥3,295","¥26,362",0.3%,¥985
2026-01-27,広告,YouTube広告,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-27,広告,Meta広告,センサーズ,127,6,2,"¥142,700","¥349,675","¥2,753","¥58,279",0.4%,"¥1,124"
2026-01-27,広告,Meta広告,AI,255,15,8,"¥199,320","¥1,285,551","¥5,041","¥85,703",0.2%,¥782
2026-01-27,広告,Meta広告,スキルプラス,5,1,1,¥0,"¥73,904","¥14,781","¥73,904",0.0%,¥0
2026-01-27,広告,TikTok広告,AI,38,2,2,"¥38,340","¥138,405","¥3,642","¥69,203",0.3%,"¥1,009"
2026-01-27,広告,TikTok広告,スキルプラス,4,1,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-27,広告,X広告,センサーズ,109,0,0,"¥24,700","¥272,750","¥2,502",¥0,0.1%,¥227
2026-01-27,広告,X広告,AI,105,2,1,"¥176,421","¥367,834","¥3,503","¥183,917",0.5%,"¥1,680"
2026-01-27,広告,X広告,スキルプラス,14,2,2,¥0,"¥127,034","¥9,074","¥63,517",0.0%,¥0
2026-01-27,広告,Yahoo!広告,スキルプラス,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-27,広告,Yahoo!ディスプレイ広告,スキルプラス,0,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-27,広告,アフィリエイト広告,スキルプラス,27,6,2,¥0,"¥328,900","¥12,181","¥54,817",0.0%,¥0
2026-01-27,SNS,YouTube,みかみメイン,2,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-27,SNS,YouTube,スキルプラス,3,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-27,SNS,X,みかみメイン,2,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-27,SNS,TikTok,みかみメイン,4,1,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-27,広報,HP,スキルプラス,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-27,その他,note,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-27,その他,その他,不明,0,3,1,"¥12,780",¥0,¥0,¥0,0.0%,¥0
2026-01-28,広告,リスティング広告,スキルプラス,0,0,0,¥0,"¥3,285",¥0,¥0,0.0%,¥0
2026-01-28,広告,YouTube広告,AI,72,3,2,"¥27,680","¥190,905","¥2,651","¥63,635",0.1%,¥384
2026-01-28,広告,YouTube広告,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-28,広告,Meta広告,センサーズ,127,8,5,"¥845,080","¥341,800","¥2,691","¥42,725",2.5%,"¥6,654"
2026-01-28,広告,Meta広告,AI,270,23,18,"¥143,100","¥1,333,820","¥4,940","¥57,992",0.1%,¥530
2026-01-28,広告,Meta広告,スキルプラス,13,3,3,¥0,"¥64,921","¥4,994","¥21,640",0.0%,¥0
2026-01-28,広告,TikTok広告,AI,44,2,0,"¥37,480","¥151,746","¥3,449","¥75,873",0.3%,¥852
2026-01-28,広告,TikTok広告,スキルプラス,9,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-28,広告,X広告,センサーズ,89,2,1,"¥21,720","¥184,636","¥2,075","¥92,318",0.1%,¥244
2026-01-28,広告,X広告,AI,148,5,2,"¥56,220","¥453,220","¥3,062","¥90,644",0.1%,¥380
2026-01-28,広告,X広告,スキルプラス,13,3,1,"¥788,000","¥119,569","¥9,198","¥39,856",6.6%,"¥60,615"
2026-01-28,広告,Yahoo!広告,スキルプラス,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-28,広告,アフィリエイト広告,スキルプラス,31,4,1,¥0,"¥414,700","¥13,377","¥103,675",0.0%,¥0
2026-01-28,SNS,YouTube,みかみメイン,0,1,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-28,SNS,YouTube,スキルプラス,2,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-28,SNS,X,みかみメイン,0,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-28,SNS,TikTok,みかみメイン,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-28,SEO,ブランド検索,スキルプラス,0,1,0,"¥788,000",¥0,¥0,¥0,0.0%,¥0
2026-01-28,SEO,一般検索,みかみメイン,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-28,広報,HP,スキルプラス,7,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-28,その他,その他,不明,0,1,0,"¥807,800",¥0,¥0,¥0,0.0%,¥0
2026-01-29,広告,リスティング広告,スキルプラス,0,0,0,¥0,"¥1,398",¥0,¥0,0.0%,¥0
2026-01-29,広告,YouTube広告,AI,174,13,9,"¥120,520","¥672,932","¥3,867","¥51,764",0.2%,¥693
2026-01-29,広告,YouTube広告,スキルプラス,5,1,1,¥0,"¥25,724","¥5,145","¥25,724",0.0%,¥0
2026-01-29,広告,Meta広告,センサーズ,125,4,2,"¥1,619,840","¥300,818","¥2,407","¥75,205",5.4%,"¥12,959"
2026-01-29,広告,Meta広告,AI,284,37,20,"¥943,220","¥1,209,550","¥4,259","¥32,691",0.8%,"¥3,321"
2026-01-29,広告,Meta広告,スキルプラス,6,0,0,¥0,"¥53,012","¥8,835",¥0,0.0%,¥0
2026-01-29,広告,TikTok広告,センサーズ,0,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-29,広告,TikTok広告,AI,46,2,1,"¥44,300","¥121,605","¥2,644","¥60,803",0.4%,¥963
2026-01-29,広告,TikTok広告,スキルプラス,8,1,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-29,広告,X広告,センサーズ,79,6,3,"¥8,940","¥154,491","¥1,956","¥25,749",0.1%,¥113
2026-01-29,広告,X広告,AI,117,10,5,"¥127,940","¥425,762","¥3,639","¥42,576",0.3%,"¥1,094"
2026-01-29,広告,X広告,スキルプラス,15,1,1,¥0,"¥119,182","¥7,945","¥119,182",0.0%,¥0
2026-01-29,広告,Yahoo!広告,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-29,広告,アフィリエイト広告,スキルプラス,31,4,3,¥0,"¥301,400","¥9,723","¥75,350",0.0%,¥0
2026-01-29,SNS,YouTube,みかみメイン,0,2,2,"¥1,596,000",¥0,¥0,¥0,0.0%,¥0
2026-01-29,SNS,YouTube,スキルプラス,2,1,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-29,SNS,Instagram,みかみメイン,0,4,4,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-29,SNS,TikTok,みかみメイン,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-29,広報,HP,スキルプラス,3,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-29,その他,その他,不明,0,5,1,"¥186,337",¥0,¥0,¥0,0.0%,¥0
2026-01-30,広告,リスティング広告,スキルプラス,0,0,0,¥0,"¥2,758",¥0,¥0,0.0%,¥0
2026-01-30,広告,YouTube広告,AI,104,5,4,"¥857,200","¥514,380","¥4,946","¥102,876",1.7%,"¥8,242"
2026-01-30,広告,YouTube広告,スキルプラス,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-30,広告,Meta広告,センサーズ,104,7,6,"¥1,633,480","¥291,521","¥2,803","¥41,646",5.6%,"¥15,707"
2026-01-30,広告,Meta広告,AI,225,19,14,"¥5,087,920","¥1,152,870","¥5,124","¥60,677",4.4%,"¥22,613"
2026-01-30,広告,Meta広告,スキルプラス,6,0,0,"¥798,000","¥43,369","¥7,228",¥0,18.4%,"¥133,000"
2026-01-30,広告,Meta広告,秘密の部屋,0,0,0,¥0,"¥24,156",¥0,¥0,0.0%,¥0
2026-01-30,広告,TikTok広告,AI,29,7,3,"¥25,560","¥99,169","¥3,420","¥14,167",0.3%,¥881
2026-01-30,広告,TikTok広告,スキルプラス,14,1,1,"¥3,374,000",¥0,¥0,¥0,0.0%,"¥241,000"
2026-01-30,広告,X広告,センサーズ,60,1,1,"¥2,293,760","¥147,560","¥2,459","¥147,560",15.5%,"¥38,229"
2026-01-30,広告,X広告,AI,118,6,4,"¥4,859,120","¥427,482","¥3,623","¥71,247",11.4%,"¥41,179"
2026-01-30,広告,X広告,スキルプラス,11,0,0,"¥1,797,999","¥101,384","¥9,217",¥0,17.7%,"¥163,454"
2026-01-30,広告,Yahoo!ディスプレイ広告,スキルプラス,0,0,0,"¥798,000",¥0,¥0,¥0,0.0%,¥0
2026-01-30,広告,アフィリエイト広告,スキルプラス,26,6,4,¥0,"¥314,600","¥12,100","¥52,433",0.0%,¥0
2026-01-30,SNS,YouTube,スキルプラス,5,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-30,SNS,X,みかみメイン,0,1,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-30,SNS,Instagram,みかみメイン,0,1,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-30,SNS,TikTok,みかみメイン,1,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-30,SEO,ブランド検索,スキルプラス,0,1,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-30,SEO,一般検索,みかみメイン,4,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-30,広報,HP,スキルプラス,5,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-30,その他,その他,不明,0,7,5,"¥3,194,980",¥0,¥0,¥0,0.0%,¥0
2026-01-31,広告,リスティング広告,スキルプラス,0,0,0,¥0,"¥2,449",¥0,¥0,0.0%,¥0
2026-01-31,広告,YouTube広告,AI,28,3,1,"¥2,980","¥169,946","¥6,070","¥56,649",0.0%,¥106
2026-01-31,広告,YouTube広告,スキルプラス,0,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-31,広告,Meta広告,センサーズ,93,4,2,"¥14,900","¥223,842","¥2,407","¥55,961",0.1%,¥160
2026-01-31,広告,Meta広告,AI,266,23,17,"¥146,080","¥1,093,358","¥4,110","¥47,537",0.1%,¥549
2026-01-31,広告,Meta広告,スキルプラス,13,2,0,¥0,"¥121,324","¥9,333","¥60,662",0.0%,¥0
2026-01-31,広告,Meta広告,秘密の部屋,0,0,0,¥0,"¥17,656",¥0,¥0,0.0%,¥0
2026-01-31,広告,TikTok広告,AI,45,0,0,"¥37,480","¥146,566","¥3,257",¥0,0.3%,¥833
2026-01-31,広告,TikTok広告,スキルプラス,13,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-31,広告,X広告,センサーズ,111,1,1,"¥49,400","¥250,254","¥2,255","¥250,254",0.2%,¥445
2026-01-31,広告,X広告,AI,142,7,4,"¥52,380","¥506,062","¥3,564","¥72,295",0.1%,¥369
2026-01-31,広告,X広告,スキルプラス,15,1,1,¥0,"¥68,883","¥4,592","¥68,883",0.0%,¥0
2026-01-31,広告,Yahoo!広告,スキルプラス,4,0,0,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-31,広告,アフィリエイト広告,スキルプラス,21,4,3,"¥50,000","¥300,300","¥14,300","¥75,075",0.2%,"¥2,381"
2026-01-31,SNS,YouTube,みかみメイン,0,0,0,"¥50,000",¥0,¥0,¥0,0.0%,¥0
2026-01-31,SNS,Instagram,みかみメイン,0,1,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-31,SEO,ブランド検索,スキルプラス,0,2,1,¥0,¥0,¥0,¥0,0.0%,¥0
2026-01-31,その他,その他,不明,0,0,0,"¥5,960",¥0,¥0,¥0,0.0%,¥0
2026-02-01,広告,リスティング広告,スキルプラス,1,0,0,¥0,"¥4,146","¥4,146",¥0,0.0%,¥0
2026-02-01,広告,YouTube広告,AI,19,4,2,"¥35,760","¥81,467","¥4,288","¥20,367",0.4%,"¥1,882"
2026-02-01,広告,YouTube広告,スキルプラス,0,0,0,¥0,¥696,¥0,¥0,0.0%,¥0
2026-02-01,広告,Meta広告,センサーズ,107,1,0,"¥47,680","¥272,310","¥2,545","¥272,310",0.2%,¥446
2026-02-01,広告,Meta広告,AI,227,13,7,"¥913,420","¥823,178","¥3,626","¥63,321",1.1%,"¥4,024"
2026-02-01,広告,Meta広告,スキルプラス,22,2,0,"¥798,000","¥187,874","¥8,540","¥93,937",4.3%,"¥36,273"
2026-02-01,広告,Meta広告,秘密の部屋,0,0,0,¥0,"¥24,561",¥0,¥0,0.0%,¥0
2026-02-01,広告,TikTok広告,AI,29,1,0,"¥2,980","¥134,606","¥4,642","¥134,606",0.0%,¥103
2026-02-01,広告,TikTok広告,スキルプラス,28,1,0,¥0,"¥170,570","¥6,092","¥170,570",0.0%,¥0
2026-02-01,広告,X広告,センサーズ,124,4,4,"¥36,620","¥251,153","¥2,025","¥62,788",0.2%,¥295
2026-02-01,広告,X広告,AI,168,8,2,"¥91,120","¥496,999","¥2,958","¥62,125",0.2%,¥542
2026-02-01,広告,X広告,スキルプラス,24,0,0,¥0,"¥79,372","¥3,307",¥0,0.0%,¥0
